Hauptgruppe;Mittelgruppe;Gruppenadresse;Name;DPT;IDM-Objekt;Register;Richtung
Wärmepumpe;Zonenmodule;8/2/245;WP Zone 6 Raum 5 Raumtemperatur;9.001;757;zm6_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/246;WP Zone 6 Raum 5 Raumsolltemperatur;9.001;758;zm6_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/247;WP Zone 6 Raum 5 Raumfeuchte;9.007;759;zm6_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/248;WP Zone 6 Raum 5 Raumbetriebsart;7.001;760;zm6_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/249;WP Zone 6 Raum 5 Relais;7.001;761;zm6_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/2/250;WP Zone 6 Raum 6 Raumtemperatur;9.001;762;zm6_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/251;WP Zone 6 Raum 6 Raumsolltemperatur;9.001;763;zm6_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/252;WP Zone 6 Raum 6 Raumfeuchte;9.007;764;zm6_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/253;WP Zone 6 Raum 6 Raumbetriebsart;7.001;765;zm6_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/254;WP Zone 6 Raum 6 Relais;7.001;766;zm6_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/2/255;WP Zone 6 Raum 7 Raumtemperatur;9.001;767;zm6_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/0;WP Zone 6 Raum 7 Raumsolltemperatur;9.001;768;zm6_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/1;WP Zone 6 Raum 7 Raumfeuchte;9.007;769;zm6_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/2;WP Zone 6 Raum 7 Raumbetriebsart;7.001;770;zm6_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/3;WP Zone 6 Raum 7 Relais;7.001;771;zm6_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/3/4;WP Zone 6 Raum 8 Raumtemperatur;9.001;772;zm6_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/5;WP Zone 6 Raum 8 Raumsolltemperatur;9.001;773;zm6_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/6;WP Zone 6 Raum 8 Raumfeuchte;9.007;774;zm6_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/7;WP Zone 6 Raum 8 Raumbetriebsart;7.001;775;zm6_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/8;WP Zone 6 Raum 8 Relais;7.001;776;zm6_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/3/14;WP Zone 7 Heizen/Kühlen;7.001;782;zm7_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/3/15;WP Zone 7 Entfeuchtung;7.001;783;zm7_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/3/16;WP Zone 7 Raum 1 Raumtemperatur;9.001;784;zm7_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/17;WP Zone 7 Raum 1 Raumsolltemperatur;9.001;785;zm7_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/18;WP Zone 7 Raum 1 Raumfeuchte;9.007;786;zm7_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/19;WP Zone 7 Raum 1 Raumbetriebsart;7.001;787;zm7_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/20;WP Zone 7 Raum 1 Relais;7.001;788;zm7_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/3/21;WP Zone 7 Raum 2 Raumtemperatur;9.001;789;zm7_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/22;WP Zone 7 Raum 2 Raumsolltemperatur;9.001;790;zm7_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/23;WP Zone 7 Raum 2 Raumfeuchte;9.007;791;zm7_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/24;WP Zone 7 Raum 2 Raumbetriebsart;7.001;792;zm7_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/25;WP Zone 7 Raum 2 Relais;7.001;793;zm7_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/3/26;WP Zone 7 Raum 3 Raumtemperatur;9.001;794;zm7_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/27;WP Zone 7 Raum 3 Raumsolltemperatur;9.001;795;zm7_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/28;WP Zone 7 Raum 3 Raumfeuchte;9.007;796;zm7_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/29;WP Zone 7 Raum 3 Raumbetriebsart;7.001;797;zm7_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/30;WP Zone 7 Raum 3 Relais;7.001;798;zm7_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/3/31;WP Zone 7 Raum 4 Raumtemperatur;9.001;799;zm7_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/32;WP Zone 7 Raum 4 Raumsolltemperatur;9.001;800;zm7_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/33;WP Zone 7 Raum 4 Raumfeuchte;9.007;801;zm7_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/34;WP Zone 7 Raum 4 Raumbetriebsart;7.001;802;zm7_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/35;WP Zone 7 Raum 4 Relais;7.001;803;zm7_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/3/36;WP Zone 7 Raum 5 Raumtemperatur;9.001;804;zm7_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/37;WP Zone 7 Raum 5 Raumsolltemperatur;9.001;805;zm7_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/38;WP Zone 7 Raum 5 Raumfeuchte;9.007;806;zm7_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/39;WP Zone 7 Raum 5 Raumbetriebsart;7.001;807;zm7_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/40;WP Zone 7 Raum 5 Relais;7.001;808;zm7_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/3/41;WP Zone 7 Raum 6 Raumtemperatur;9.001;809;zm7_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/42;WP Zone 7 Raum 6 Raumsolltemperatur;9.001;810;zm7_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/43;WP Zone 7 Raum 6 Raumfeuchte;9.007;811;zm7_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/44;WP Zone 7 Raum 6 Raumbetriebsart;7.001;812;zm7_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/45;WP Zone 7 Raum 6 Relais;7.001;813;zm7_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/3/46;WP Zone 7 Raum 7 Raumtemperatur;9.001;814;zm7_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/47;WP Zone 7 Raum 7 Raumsolltemperatur;9.001;815;zm7_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/48;WP Zone 7 Raum 7 Raumfeuchte;9.007;816;zm7_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/49;WP Zone 7 Raum 7 Raumbetriebsart;7.001;817;zm7_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/50;WP Zone 7 Raum 7 Relais;7.001;818;zm7_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/3/51;WP Zone 7 Raum 8 Raumtemperatur;9.001;819;zm7_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/52;WP Zone 7 Raum 8 Raumsolltemperatur;9.001;820;zm7_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/53;WP Zone 7 Raum 8 Raumfeuchte;9.007;821;zm7_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/54;WP Zone 7 Raum 8 Raumbetriebsart;7.001;822;zm7_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/55;WP Zone 7 Raum 8 Relais;7.001;823;zm7_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/3/61;WP Zone 8 Heizen/Kühlen;7.001;829;zm8_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/3/62;WP Zone 8 Entfeuchtung;7.001;830;zm8_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/3/63;WP Zone 8 Raum 1 Raumtemperatur;9.001;831;zm8_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/64;WP Zone 8 Raum 1 Raumsolltemperatur;9.001;832;zm8_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/65;WP Zone 8 Raum 1 Raumfeuchte;9.007;833;zm8_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/66;WP Zone 8 Raum 1 Raumbetriebsart;7.001;834;zm8_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/67;WP Zone 8 Raum 1 Relais;7.001;835;zm8_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/3/68;WP Zone 8 Raum 2 Raumtemperatur;9.001;836;zm8_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/69;WP Zone 8 Raum 2 Raumsolltemperatur;9.001;837;zm8_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/70;WP Zone 8 Raum 2 Raumfeuchte;9.007;838;zm8_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/71;WP Zone 8 Raum 2 Raumbetriebsart;7.001;839;zm8_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/72;WP Zone 8 Raum 2 Relais;7.001;840;zm8_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/3/73;WP Zone 8 Raum 3 Raumtemperatur;9.001;841;zm8_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/74;WP Zone 8 Raum 3 Raumsolltemperatur;9.001;842;zm8_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/75;WP Zone 8 Raum 3 Raumfeuchte;9.007;843;zm8_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/76;WP Zone 8 Raum 3 Raumbetriebsart;7.001;844;zm8_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/77;WP Zone 8 Raum 3 Relais;7.001;845;zm8_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/3/78;WP Zone 8 Raum 4 Raumtemperatur;9.001;846;zm8_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/79;WP Zone 8 Raum 4 Raumsolltemperatur;9.001;847;zm8_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/80;WP Zone 8 Raum 4 Raumfeuchte;9.007;848;zm8_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/81;WP Zone 8 Raum 4 Raumbetriebsart;7.001;849;zm8_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/82;WP Zone 8 Raum 4 Relais;7.001;850;zm8_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/3/83;WP Zone 8 Raum 5 Raumtemperatur;9.001;851;zm8_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/84;WP Zone 8 Raum 5 Raumsolltemperatur;9.001;852;zm8_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/85;WP Zone 8 Raum 5 Raumfeuchte;9.007;853;zm8_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/86;WP Zone 8 Raum 5 Raumbetriebsart;7.001;854;zm8_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/87;WP Zone 8 Raum 5 Relais;7.001;855;zm8_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/3/88;WP Zone 8 Raum 6 Raumtemperatur;9.001;856;zm8_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/89;WP Zone 8 Raum 6 Raumsolltemperatur;9.001;857;zm8_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/90;WP Zone 8 Raum 6 Raumfeuchte;9.007;858;zm8_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/91;WP Zone 8 Raum 6 Raumbetriebsart;7.001;859;zm8_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/92;WP Zone 8 Raum 6 Relais;7.001;860;zm8_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/3/93;WP Zone 8 Raum 7 Raumtemperatur;9.001;861;zm8_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/94;WP Zone 8 Raum 7 Raumsolltemperatur;9.001;862;zm8_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/95;WP Zone 8 Raum 7 Raumfeuchte;9.007;863;zm8_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/96;WP Zone 8 Raum 7 Raumbetriebsart;7.001;864;zm8_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/97;WP Zone 8 Raum 7 Relais;7.001;865;zm8_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/3/98;WP Zone 8 Raum 8 Raumtemperatur;9.001;866;zm8_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/99;WP Zone 8 Raum 8 Raumsolltemperatur;9.001;867;zm8_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/100;WP Zone 8 Raum 8 Raumfeuchte;9.007;868;zm8_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/101;WP Zone 8 Raum 8 Raumbetriebsart;7.001;869;zm8_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/102;WP Zone 8 Raum 8 Relais;7.001;870;zm8_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/3/108;WP Zone 9 Heizen/Kühlen;7.001;876;zm9_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/3/109;WP Zone 9 Entfeuchtung;7.001;877;zm9_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/3/110;WP Zone 9 Raum 1 Raumtemperatur;9.001;878;zm9_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/111;WP Zone 9 Raum 1 Raumsolltemperatur;9.001;879;zm9_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/112;WP Zone 9 Raum 1 Raumfeuchte;9.007;880;zm9_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/113;WP Zone 9 Raum 1 Raumbetriebsart;7.001;881;zm9_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/114;WP Zone 9 Raum 1 Relais;7.001;882;zm9_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/3/115;WP Zone 9 Raum 2 Raumtemperatur;9.001;883;zm9_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/116;WP Zone 9 Raum 2 Raumsolltemperatur;9.001;884;zm9_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/117;WP Zone 9 Raum 2 Raumfeuchte;9.007;885;zm9_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/118;WP Zone 9 Raum 2 Raumbetriebsart;7.001;886;zm9_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/119;WP Zone 9 Raum 2 Relais;7.001;887;zm9_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/3/120;WP Zone 9 Raum 3 Raumtemperatur;9.001;888;zm9_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/121;WP Zone 9 Raum 3 Raumsolltemperatur;9.001;889;zm9_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/122;WP Zone 9 Raum 3 Raumfeuchte;9.007;890;zm9_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/123;WP Zone 9 Raum 3 Raumbetriebsart;7.001;891;zm9_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/124;WP Zone 9 Raum 3 Relais;7.001;892;zm9_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/3/125;WP Zone 9 Raum 4 Raumtemperatur;9.001;893;zm9_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/126;WP Zone 9 Raum 4 Raumsolltemperatur;9.001;894;zm9_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/127;WP Zone 9 Raum 4 Raumfeuchte;9.007;895;zm9_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/128;WP Zone 9 Raum 4 Raumbetriebsart;7.001;896;zm9_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/129;WP Zone 9 Raum 4 Relais;7.001;897;zm9_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/3/130;WP Zone 9 Raum 5 Raumtemperatur;9.001;898;zm9_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/131;WP Zone 9 Raum 5 Raumsolltemperatur;9.001;899;zm9_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/132;WP Zone 9 Raum 5 Raumfeuchte;9.007;900;zm9_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/133;WP Zone 9 Raum 5 Raumbetriebsart;7.001;901;zm9_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/134;WP Zone 9 Raum 5 Relais;7.001;902;zm9_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/3/135;WP Zone 9 Raum 6 Raumtemperatur;9.001;903;zm9_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/136;WP Zone 9 Raum 6 Raumsolltemperatur;9.001;904;zm9_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/137;WP Zone 9 Raum 6 Raumfeuchte;9.007;905;zm9_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/138;WP Zone 9 Raum 6 Raumbetriebsart;7.001;906;zm9_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/139;WP Zone 9 Raum 6 Relais;7.001;907;zm9_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/3/140;WP Zone 9 Raum 7 Raumtemperatur;9.001;908;zm9_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/141;WP Zone 9 Raum 7 Raumsolltemperatur;9.001;909;zm9_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/142;WP Zone 9 Raum 7 Raumfeuchte;9.007;910;zm9_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/143;WP Zone 9 Raum 7 Raumbetriebsart;7.001;911;zm9_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/144;WP Zone 9 Raum 7 Relais;7.001;912;zm9_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/3/145;WP Zone 9 Raum 8 Raumtemperatur;9.001;913;zm9_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/146;WP Zone 9 Raum 8 Raumsolltemperatur;9.001;914;zm9_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/147;WP Zone 9 Raum 8 Raumfeuchte;9.007;915;zm9_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/148;WP Zone 9 Raum 8 Raumbetriebsart;7.001;916;zm9_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/149;WP Zone 9 Raum 8 Relais;7.001;917;zm9_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/3/155;WP Zone 10 Heizen/Kühlen;7.001;923;zm10_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/3/156;WP Zone 10 Entfeuchtung;7.001;924;zm10_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/3/157;WP Zone 10 Raum 1 Raumtemperatur;9.001;925;zm10_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/158;WP Zone 10 Raum 1 Raumsolltemperatur;9.001;926;zm10_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/159;WP Zone 10 Raum 1 Raumfeuchte;9.007;927;zm10_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/160;WP Zone 10 Raum 1 Raumbetriebsart;7.001;928;zm10_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/161;WP Zone 10 Raum 1 Relais;7.001;929;zm10_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/3/162;WP Zone 10 Raum 2 Raumtemperatur;9.001;930;zm10_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/163;WP Zone 10 Raum 2 Raumsolltemperatur;9.001;931;zm10_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/164;WP Zone 10 Raum 2 Raumfeuchte;9.007;932;zm10_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/165;WP Zone 10 Raum 2 Raumbetriebsart;7.001;933;zm10_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/166;WP Zone 10 Raum 2 Relais;7.001;934;zm10_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/3/167;WP Zone 10 Raum 3 Raumtemperatur;9.001;935;zm10_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/168;WP Zone 10 Raum 3 Raumsolltemperatur;9.001;936;zm10_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/169;WP Zone 10 Raum 3 Raumfeuchte;9.007;937;zm10_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/170;WP Zone 10 Raum 3 Raumbetriebsart;7.001;938;zm10_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/171;WP Zone 10 Raum 3 Relais;7.001;939;zm10_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/3/172;WP Zone 10 Raum 4 Raumtemperatur;9.001;940;zm10_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/173;WP Zone 10 Raum 4 Raumsolltemperatur;9.001;941;zm10_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/174;WP Zone 10 Raum 4 Raumfeuchte;9.007;942;zm10_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/175;WP Zone 10 Raum 4 Raumbetriebsart;7.001;943;zm10_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/176;WP Zone 10 Raum 4 Relais;7.001;944;zm10_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/3/177;WP Zone 10 Raum 5 Raumtemperatur;9.001;945;zm10_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/178;WP Zone 10 Raum 5 Raumsolltemperatur;9.001;946;zm10_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/179;WP Zone 10 Raum 5 Raumfeuchte;9.007;947;zm10_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/180;WP Zone 10 Raum 5 Raumbetriebsart;7.001;948;zm10_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/181;WP Zone 10 Raum 5 Relais;7.001;949;zm10_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/3/182;WP Zone 10 Raum 6 Raumtemperatur;9.001;950;zm10_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/183;WP Zone 10 Raum 6 Raumsolltemperatur;9.001;951;zm10_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/184;WP Zone 10 Raum 6 Raumfeuchte;9.007;952;zm10_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/185;WP Zone 10 Raum 6 Raumbetriebsart;7.001;953;zm10_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/186;WP Zone 10 Raum 6 Relais;7.001;954;zm10_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/3/187;WP Zone 10 Raum 7 Raumtemperatur;9.001;955;zm10_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/188;WP Zone 10 Raum 7 Raumsolltemperatur;9.001;956;zm10_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/189;WP Zone 10 Raum 7 Raumfeuchte;9.007;957;zm10_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/190;WP Zone 10 Raum 7 Raumbetriebsart;7.001;958;zm10_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/191;WP Zone 10 Raum 7 Relais;7.001;959;zm10_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/3/192;WP Zone 10 Raum 8 Raumtemperatur;9.001;960;zm10_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/193;WP Zone 10 Raum 8 Raumsolltemperatur;9.001;961;zm10_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/194;WP Zone 10 Raum 8 Raumfeuchte;9.007;962;zm10_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/195;WP Zone 10 Raum 8 Raumbetriebsart;7.001;963;zm10_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/3/196;WP Zone 10 Raum 8 Relais;7.001;964;zm10_room8_relay;lesen
Wärmepumpe;Booster;8/3/202;WP Booster Störung;7.001;970;booster_fault;lesen
Wärmepumpe;Booster;8/3/203;WP Booster Verriegelung;7.001;971;booster_interlock;lesen
Wärmepumpe;Booster;8/3/207;WP Booster A Wärmequelleneintritt;9.001;975;booster_a_source_inlet_temp;lesen
Wärmepumpe;Booster;8/3/208;WP Booster A Wärmequellenaustritt;9.001;976;booster_a_source_outlet_temp;lesen
Wärmepumpe;Booster;8/3/209;WP Booster A Speichertemperatur;9.001;977;booster_a_storage_temp;lesen
Wärmepumpe;Booster;8/3/210;WP Booster A Vorlauftemperatur;9.001;978;booster_a_flow_temp;lesen
Wärmepumpe;Booster;8/3/211;WP Booster A Rücklauftemperatur;9.001;979;booster_a_return_temp;lesen
Wärmepumpe;Booster;8/3/212;WP Booster A Wärmequellenpumpe;5.001;980;booster_a_source_pump;lesen
Wärmepumpe;Booster;8/3/213;WP Booster A Ladepumpe;5.001;981;booster_a_charging_pump;lesen
Wärmepumpe;Booster;8/3/214;WP Booster A Verdichter;7.001;982;booster_a_compressor;lesen
Wärmepumpe;Booster;8/3/215;WP Booster B Verdichter;7.001;983;booster_b_compressor;lesen
Wärmepumpe;Booster;8/3/217;WP Booster B Wärmequelleneintritt;9.001;985;booster_b_source_inlet_temp;lesen
Wärmepumpe;Booster;8/3/218;WP Booster B Wärmequellenaustritt;9.001;986;booster_b_source_outlet_temp;lesen
Wärmepumpe;Booster;8/3/219;WP Booster B Speichertemperatur;9.001;987;booster_b_storage_temp;lesen
