Hauptgruppe;Mittelgruppe;Gruppenadresse;Name;DPT;IDM-Objekt;Register;Richtung
Wärmepumpe;Zonenmodule;8/2/21;WP Zone 1 Raum 7 Raumsolltemperatur;9.001;533;zm1_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/22;WP Zone 1 Raum 7 Raumfeuchte;9.007;534;zm1_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/23;WP Zone 1 Raum 7 Raumbetriebsart;7.001;535;zm1_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/24;WP Zone 1 Raum 7 Relais;7.001;536;zm1_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/2/25;WP Zone 1 Raum 8 Raumtemperatur;9.001;537;zm1_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/26;WP Zone 1 Raum 8 Raumsolltemperatur;9.001;538;zm1_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/27;WP Zone 1 Raum 8 Raumfeuchte;9.007;539;zm1_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/28;WP Zone 1 Raum 8 Raumbetriebsart;7.001;540;zm1_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/29;WP Zone 1 Raum 8 Relais;7.001;541;zm1_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/2/35;WP Zone 2 Heizen/Kühlen;7.001;547;zm2_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/2/36;WP Zone 2 Entfeuchtung;7.001;548;zm2_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/2/37;WP Zone 2 Raum 1 Raumtemperatur;9.001;549;zm2_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/38;WP Zone 2 Raum 1 Raumsolltemperatur;9.001;550;zm2_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/39;WP Zone 2 Raum 1 Raumfeuchte;9.007;551;zm2_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/40;WP Zone 2 Raum 1 Raumbetriebsart;7.001;552;zm2_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/41;WP Zone 2 Raum 1 Relais;7.001;553;zm2_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/2/42;WP Zone 2 Raum 2 Raumtemperatur;9.001;554;zm2_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/43;WP Zone 2 Raum 2 Raumsolltemperatur;9.001;555;zm2_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/44;WP Zone 2 Raum 2 Raumfeuchte;9.007;556;zm2_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/45;WP Zone 2 Raum 2 Raumbetriebsart;7.001;557;zm2_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/46;WP Zone 2 Raum 2 Relais;7.001;558;zm2_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/2/47;WP Zone 2 Raum 3 Raumtemperatur;9.001;559;zm2_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/48;WP Zone 2 Raum 3 Raumsolltemperatur;9.001;560;zm2_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/49;WP Zone 2 Raum 3 Raumfeuchte;9.007;561;zm2_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/50;WP Zone 2 Raum 3 Raumbetriebsart;7.001;562;zm2_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/51;WP Zone 2 Raum 3 Relais;7.001;563;zm2_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/2/52;WP Zone 2 Raum 4 Raumtemperatur;9.001;564;zm2_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/53;WP Zone 2 Raum 4 Raumsolltemperatur;9.001;565;zm2_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/54;WP Zone 2 Raum 4 Raumfeuchte;9.007;566;zm2_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/55;WP Zone 2 Raum 4 Raumbetriebsart;7.001;567;zm2_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/56;WP Zone 2 Raum 4 Relais;7.001;568;zm2_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/2/57;WP Zone 2 Raum 5 Raumtemperatur;9.001;569;zm2_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/58;WP Zone 2 Raum 5 Raumsolltemperatur;9.001;570;zm2_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/59;WP Zone 2 Raum 5 Raumfeuchte;9.007;571;zm2_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/60;WP Zone 2 Raum 5 Raumbetriebsart;7.001;572;zm2_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/61;WP Zone 2 Raum 5 Relais;7.001;573;zm2_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/2/62;WP Zone 2 Raum 6 Raumtemperatur;9.001;574;zm2_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/63;WP Zone 2 Raum 6 Raumsolltemperatur;9.001;575;zm2_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/64;WP Zone 2 Raum 6 Raumfeuchte;9.007;576;zm2_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/65;WP Zone 2 Raum 6 Raumbetriebsart;7.001;577;zm2_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/66;WP Zone 2 Raum 6 Relais;7.001;578;zm2_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/2/67;WP Zone 2 Raum 7 Raumtemperatur;9.001;579;zm2_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/68;WP Zone 2 Raum 7 Raumsolltemperatur;9.001;580;zm2_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/69;WP Zone 2 Raum 7 Raumfeuchte;9.007;581;zm2_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/70;WP Zone 2 Raum 7 Raumbetriebsart;7.001;582;zm2_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/71;WP Zone 2 Raum 7 Relais;7.001;583;zm2_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/2/72;WP Zone 2 Raum 8 Raumtemperatur;9.001;584;zm2_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/73;WP Zone 2 Raum 8 Raumsolltemperatur;9.001;585;zm2_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/74;WP Zone 2 Raum 8 Raumfeuchte;9.007;586;zm2_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/75;WP Zone 2 Raum 8 Raumbetriebsart;7.001;587;zm2_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/76;WP Zone 2 Raum 8 Relais;7.001;588;zm2_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/2/82;WP Zone 3 Heizen/Kühlen;7.001;594;zm3_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/2/83;WP Zone 3 Entfeuchtung;7.001;595;zm3_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/2/84;WP Zone 3 Raum 1 Raumtemperatur;9.001;596;zm3_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/85;WP Zone 3 Raum 1 Raumsolltemperatur;9.001;597;zm3_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/86;WP Zone 3 Raum 1 Raumfeuchte;9.007;598;zm3_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/87;WP Zone 3 Raum 1 Raumbetriebsart;7.001;599;zm3_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/88;WP Zone 3 Raum 1 Relais;7.001;600;zm3_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/2/89;WP Zone 3 Raum 2 Raumtemperatur;9.001;601;zm3_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/90;WP Zone 3 Raum 2 Raumsolltemperatur;9.001;602;zm3_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/91;WP Zone 3 Raum 2 Raumfeuchte;9.007;603;zm3_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/92;WP Zone 3 Raum 2 Raumbetriebsart;7.001;604;zm3_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/93;WP Zone 3 Raum 2 Relais;7.001;605;zm3_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/2/94;WP Zone 3 Raum 3 Raumtemperatur;9.001;606;zm3_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/95;WP Zone 3 Raum 3 Raumsolltemperatur;9.001;607;zm3_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/96;WP Zone 3 Raum 3 Raumfeuchte;9.007;608;zm3_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/97;WP Zone 3 Raum 3 Raumbetriebsart;7.001;609;zm3_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/98;WP Zone 3 Raum 3 Relais;7.001;610;zm3_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/2/99;WP Zone 3 Raum 4 Raumtemperatur;9.001;611;zm3_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/100;WP Zone 3 Raum 4 Raumsolltemperatur;9.001;612;zm3_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/101;WP Zone 3 Raum 4 Raumfeuchte;9.007;613;zm3_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/102;WP Zone 3 Raum 4 Raumbetriebsart;7.001;614;zm3_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/103;WP Zone 3 Raum 4 Relais;7.001;615;zm3_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/2/104;WP Zone 3 Raum 5 Raumtemperatur;9.001;616;zm3_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/105;WP Zone 3 Raum 5 Raumsolltemperatur;9.001;617;zm3_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/106;WP Zone 3 Raum 5 Raumfeuchte;9.007;618;zm3_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/107;WP Zone 3 Raum 5 Raumbetriebsart;7.001;619;zm3_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/108;WP Zone 3 Raum 5 Relais;7.001;620;zm3_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/2/109;WP Zone 3 Raum 6 Raumtemperatur;9.001;621;zm3_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/110;WP Zone 3 Raum 6 Raumsolltemperatur;9.001;622;zm3_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/111;WP Zone 3 Raum 6 Raumfeuchte;9.007;623;zm3_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/112;WP Zone 3 Raum 6 Raumbetriebsart;7.001;624;zm3_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/113;WP Zone 3 Raum 6 Relais;7.001;625;zm3_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/2/114;WP Zone 3 Raum 7 Raumtemperatur;9.001;626;zm3_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/115;WP Zone 3 Raum 7 Raumsolltemperatur;9.001;627;zm3_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/116;WP Zone 3 Raum 7 Raumfeuchte;9.007;628;zm3_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/117;WP Zone 3 Raum 7 Raumbetriebsart;7.001;629;zm3_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/118;WP Zone 3 Raum 7 Relais;7.001;630;zm3_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/2/119;WP Zone 3 Raum 8 Raumtemperatur;9.001;631;zm3_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/120;WP Zone 3 Raum 8 Raumsolltemperatur;9.001;632;zm3_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/121;WP Zone 3 Raum 8 Raumfeuchte;9.007;633;zm3_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/122;WP Zone 3 Raum 8 Raumbetriebsart;7.001;634;zm3_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/123;WP Zone 3 Raum 8 Relais;7.001;635;zm3_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/2/129;WP Zone 4 Heizen/Kühlen;7.001;641;zm4_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/2/130;WP Zone 4 Entfeuchtung;7.001;642;zm4_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/2/131;WP Zone 4 Raum 1 Raumtemperatur;9.001;643;zm4_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/132;WP Zone 4 Raum 1 Raumsolltemperatur;9.001;644;zm4_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/133;WP Zone 4 Raum 1 Raumfeuchte;9.007;645;zm4_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/134;WP Zone 4 Raum 1 Raumbetriebsart;7.001;646;zm4_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/135;WP Zone 4 Raum 1 Relais;7.001;647;zm4_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/2/136;WP Zone 4 Raum 2 Raumtemperatur;9.001;648;zm4_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/137;WP Zone 4 Raum 2 Raumsolltemperatur;9.001;649;zm4_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/138;WP Zone 4 Raum 2 Raumfeuchte;9.007;650;zm4_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/139;WP Zone 4 Raum 2 Raumbetriebsart;7.001;651;zm4_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/140;WP Zone 4 Raum 2 Relais;7.001;652;zm4_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/2/141;WP Zone 4 Raum 3 Raumtemperatur;9.001;653;zm4_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/142;WP Zone 4 Raum 3 Raumsolltemperatur;9.001;654;zm4_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/143;WP Zone 4 Raum 3 Raumfeuchte;9.007;655;zm4_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/144;WP Zone 4 Raum 3 Raumbetriebsart;7.001;656;zm4_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/145;WP Zone 4 Raum 3 Relais;7.001;657;zm4_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/2/146;WP Zone 4 Raum 4 Raumtemperatur;9.001;658;zm4_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/147;WP Zone 4 Raum 4 Raumsolltemperatur;9.001;659;zm4_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/148;WP Zone 4 Raum 4 Raumfeuchte;9.007;660;zm4_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/149;WP Zone 4 Raum 4 Raumbetriebsart;7.001;661;zm4_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/150;WP Zone 4 Raum 4 Relais;7.001;662;zm4_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/2/151;WP Zone 4 Raum 5 Raumtemperatur;9.001;663;zm4_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/152;WP Zone 4 Raum 5 Raumsolltemperatur;9.001;664;zm4_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/153;WP Zone 4 Raum 5 Raumfeuchte;9.007;665;zm4_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/154;WP Zone 4 Raum 5 Raumbetriebsart;7.001;666;zm4_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/155;WP Zone 4 Raum 5 Relais;7.001;667;zm4_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/2/156;WP Zone 4 Raum 6 Raumtemperatur;9.001;668;zm4_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/157;WP Zone 4 Raum 6 Raumsolltemperatur;9.001;669;zm4_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/158;WP Zone 4 Raum 6 Raumfeuchte;9.007;670;zm4_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/159;WP Zone 4 Raum 6 Raumbetriebsart;7.001;671;zm4_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/160;WP Zone 4 Raum 6 Relais;7.001;672;zm4_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/2/161;WP Zone 4 Raum 7 Raumtemperatur;9.001;673;zm4_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/162;WP Zone 4 Raum 7 Raumsolltemperatur;9.001;674;zm4_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/163;WP Zone 4 Raum 7 Raumfeuchte;9.007;675;zm4_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/164;WP Zone 4 Raum 7 Raumbetriebsart;7.001;676;zm4_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/165;WP Zone 4 Raum 7 Relais;7.001;677;zm4_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/2/166;WP Zone 4 Raum 8 Raumtemperatur;9.001;678;zm4_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/167;WP Zone 4 Raum 8 Raumsolltemperatur;9.001;679;zm4_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/168;WP Zone 4 Raum 8 Raumfeuchte;9.007;680;zm4_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/169;WP Zone 4 Raum 8 Raumbetriebsart;7.001;681;zm4_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/170;WP Zone 4 Raum 8 Relais;7.001;682;zm4_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/2/176;WP Zone 5 Heizen/Kühlen;7.001;688;zm5_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/2/177;WP Zone 5 Entfeuchtung;7.001;689;zm5_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/2/178;WP Zone 5 Raum 1 Raumtemperatur;9.001;690;zm5_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/179;WP Zone 5 Raum 1 Raumsolltemperatur;9.001;691;zm5_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/180;WP Zone 5 Raum 1 Raumfeuchte;9.007;692;zm5_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/181;WP Zone 5 Raum 1 Raumbetriebsart;7.001;693;zm5_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/182;WP Zone 5 Raum 1 Relais;7.001;694;zm5_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/2/183;WP Zone 5 Raum 2 Raumtemperatur;9.001;695;zm5_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/184;WP Zone 5 Raum 2 Raumsolltemperatur;9.001;696;zm5_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/185;WP Zone 5 Raum 2 Raumfeuchte;9.007;697;zm5_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/186;WP Zone 5 Raum 2 Raumbetriebsart;7.001;698;zm5_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/187;WP Zone 5 Raum 2 Relais;7.001;699;zm5_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/2/188;WP Zone 5 Raum 3 Raumtemperatur;9.001;700;zm5_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/189;WP Zone 5 Raum 3 Raumsolltemperatur;9.001;701;zm5_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/190;WP Zone 5 Raum 3 Raumfeuchte;9.007;702;zm5_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/191;WP Zone 5 Raum 3 Raumbetriebsart;7.001;703;zm5_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/192;WP Zone 5 Raum 3 Relais;7.001;704;zm5_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/2/193;WP Zone 5 Raum 4 Raumtemperatur;9.001;705;zm5_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/194;WP Zone 5 Raum 4 Raumsolltemperatur;9.001;706;zm5_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/195;WP Zone 5 Raum 4 Raumfeuchte;9.007;707;zm5_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/196;WP Zone 5 Raum 4 Raumbetriebsart;7.001;708;zm5_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/197;WP Zone 5 Raum 4 Relais;7.001;709;zm5_room4_relay;lesen
Wärmepumpe;Zonenmodule;8/2/198;WP Zone 5 Raum 5 Raumtemperatur;9.001;710;zm5_room5_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/199;WP Zone 5 Raum 5 Raumsolltemperatur;9.001;711;zm5_room5_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/200;WP Zone 5 Raum 5 Raumfeuchte;9.007;712;zm5_room5_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/201;WP Zone 5 Raum 5 Raumbetriebsart;7.001;713;zm5_room5_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/202;WP Zone 5 Raum 5 Relais;7.001;714;zm5_room5_relay;lesen
Wärmepumpe;Zonenmodule;8/2/203;WP Zone 5 Raum 6 Raumtemperatur;9.001;715;zm5_room6_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/204;WP Zone 5 Raum 6 Raumsolltemperatur;9.001;716;zm5_room6_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/205;WP Zone 5 Raum 6 Raumfeuchte;9.007;717;zm5_room6_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/206;WP Zone 5 Raum 6 Raumbetriebsart;7.001;718;zm5_room6_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/207;WP Zone 5 Raum 6 Relais;7.001;719;zm5_room6_relay;lesen
Wärmepumpe;Zonenmodule;8/2/208;WP Zone 5 Raum 7 Raumtemperatur;9.001;720;zm5_room7_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/209;WP Zone 5 Raum 7 Raumsolltemperatur;9.001;721;zm5_room7_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/210;WP Zone 5 Raum 7 Raumfeuchte;9.007;722;zm5_room7_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/211;WP Zone 5 Raum 7 Raumbetriebsart;7.001;723;zm5_room7_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/212;WP Zone 5 Raum 7 Relais;7.001;724;zm5_room7_relay;lesen
Wärmepumpe;Zonenmodule;8/2/213;WP Zone 5 Raum 8 Raumtemperatur;9.001;725;zm5_room8_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/214;WP Zone 5 Raum 8 Raumsolltemperatur;9.001;726;zm5_room8_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/215;WP Zone 5 Raum 8 Raumfeuchte;9.007;727;zm5_room8_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/216;WP Zone 5 Raum 8 Raumbetriebsart;7.001;728;zm5_room8_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/217;WP Zone 5 Raum 8 Relais;7.001;729;zm5_room8_relay;lesen
Wärmepumpe;Zonenmodule;8/2/223;WP Zone 6 Heizen/Kühlen;7.001;735;zm6_mode_heat_cool;lesen
Wärmepumpe;Zonenmodule;8/2/224;WP Zone 6 Entfeuchtung;7.001;736;zm6_dehumidification;lesen
Wärmepumpe;Zonenmodule;8/2/225;WP Zone 6 Raum 1 Raumtemperatur;9.001;737;zm6_room1_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/226;WP Zone 6 Raum 1 Raumsolltemperatur;9.001;738;zm6_room1_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/227;WP Zone 6 Raum 1 Raumfeuchte;9.007;739;zm6_room1_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/228;WP Zone 6 Raum 1 Raumbetriebsart;7.001;740;zm6_room1_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/229;WP Zone 6 Raum 1 Relais;7.001;741;zm6_room1_relay;lesen
Wärmepumpe;Zonenmodule;8/2/230;WP Zone 6 Raum 2 Raumtemperatur;9.001;742;zm6_room2_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/231;WP Zone 6 Raum 2 Raumsolltemperatur;9.001;743;zm6_room2_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/232;WP Zone 6 Raum 2 Raumfeuchte;9.007;744;zm6_room2_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/233;WP Zone 6 Raum 2 Raumbetriebsart;7.001;745;zm6_room2_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/234;WP Zone 6 Raum 2 Relais;7.001;746;zm6_room2_relay;lesen
Wärmepumpe;Zonenmodule;8/2/235;WP Zone 6 Raum 3 Raumtemperatur;9.001;747;zm6_room3_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/236;WP Zone 6 Raum 3 Raumsolltemperatur;9.001;748;zm6_room3_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/237;WP Zone 6 Raum 3 Raumfeuchte;9.007;749;zm6_room3_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/238;WP Zone 6 Raum 3 Raumbetriebsart;7.001;750;zm6_room3_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/239;WP Zone 6 Raum 3 Relais;7.001;751;zm6_room3_relay;lesen
Wärmepumpe;Zonenmodule;8/2/240;WP Zone 6 Raum 4 Raumtemperatur;9.001;752;zm6_room4_temp;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/241;WP Zone 6 Raum 4 Raumsolltemperatur;9.001;753;zm6_room4_setpoint;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/242;WP Zone 6 Raum 4 Raumfeuchte;9.007;754;zm6_room4_humidity;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/243;WP Zone 6 Raum 4 Raumbetriebsart;7.001;755;zm6_room4_mode;lesen/schreiben
Wärmepumpe;Zonenmodule;8/2/244;WP Zone 6 Raum 4 Relais;7.001;756;zm6_room4_relay;lesen
